"cust_id"	"sales_total"	"num_of_orders"	"gender"	"per_order"
"191"	100191	222.58	2	"F"	111.29
"192"	100192	253.49	3	"F"	84.4966666666667
"193"	100193	81.92	2	"M"	40.96
"194"	100194	71.84	1	"F"	71.84
"195"	100195	145.91	2	"M"	72.955
"196"	100196	363.03	2	"F"	181.515
"197"	100197	96.62	1	"M"	96.62
"198"	100198	292.33	1	"M"	292.33
"199"	100199	553.15	5	"F"	110.63
"200"	100200	163.78	3	"F"	54.5933333333333
"201"	100201	404.37	3	"F"	134.79
"202"	100202	258.5	4	"F"	64.625
"203"	100203	459.69	2	"M"	229.845
"204"	100204	57.37793402	2	"M"	28.68896701
"205"	100205	430.29	2	"F"	215.145
"206"	100206	144.27	2	"M"	72.135
"207"	100207	99.87	3	"M"	33.29
"208"	100208	194.03	2	"M"	97.015
"209"	100209	253.65	4	"M"	63.4125
"210"	100210	305.29	1	"F"	305.29
"211"	100211	323.59	2	"F"	161.795
"212"	100212	70.12	3	"M"	23.3733333333333
"213"	100213	70.4	3	"F"	23.4666666666667
"214"	100214	49.65	1	"F"	49.65
"215"	100215	1211.36	7	"M"	173.051428571429
"216"	100216	364.29	1	"F"	364.29
"217"	100217	257.13	3	"F"	85.71
"218"	100218	85.15	2	"M"	42.575
"219"	100219	159.61	2	"M"	79.805
"220"	100220	1247.34	5	"M"	249.468
"221"	100221	201.91	4	"M"	50.4775
"222"	100222	328.42	2	"F"	164.21
"223"	100223	185.5	2	"M"	92.75
"224"	100224	471.05	1	"F"	471.05
"225"	100225	62.85	2	"M"	31.425
"226"	100226	186.59	3	"M"	62.1966666666667
"227"	100227	127.9	3	"M"	42.6333333333333
"228"	100228	874.14	2	"M"	437.07
"229"	100229	31.68	2	"M"	15.84
"230"	100230	192.38	2	"M"	96.19
"231"	100231	115.97	2	"M"	57.985
"232"	100232	293.2	1	"M"	293.2
"233"	100233	64.17	2	"F"	32.085
"234"	100234	281.24	3	"M"	93.7466666666667
"235"	100235	374.79	2	"F"	187.395
"236"	100236	58.81	2	"M"	29.405
"237"	100237	452.17	3	"F"	150.723333333333
"238"	100238	212.7	3	"M"	70.9
"239"	100239	135.95	2	"M"	67.975
"240"	100240	36.71	2	"F"	18.355
"241"	100241	225.58	2	"M"	112.79
"242"	100242	424.3	3	"F"	141.433333333333
"243"	100243	220.3	1	"M"	220.3
"244"	100244	93.08	2	"M"	46.54
"245"	100245	59.53858915	2	"M"	29.769294575
"246"	100246	347.15	1	"M"	347.15
"247"	100247	97.71	1	"M"	97.71
"248"	100248	321.66	3	"F"	107.22
"249"	100249	254.61	3	"F"	84.87
"250"	100250	59.41	3	"F"	19.8033333333333
"251"	100251	467.87	3	"F"	155.956666666667
"252"	100252	70.50535731	2	"M"	35.252678655
"253"	100253	2301.26	9	"F"	255.695555555556
"254"	100254	336.7	2	"M"	168.35
"255"	100255	153.11	1	"M"	153.11
"256"	100256	114.51	3	"F"	38.17
"257"	100257	166.29	3	"M"	55.43
"258"	100258	261.12	2	"F"	130.56
"259"	100259	79.95	2	"F"	39.975
"260"	100260	3873.24	8	"F"	484.155
"261"	100261	398.4	2	"F"	199.2
"262"	100262	167.06	2	"M"	83.53
"263"	100263	133.31	2	"M"	66.655
"264"	100264	82.12	2	"F"	41.06
"265"	100265	59.17314637	2	"F"	29.586573185
"266"	100266	406.04	4	"M"	101.51
"267"	100267	274.02	2	"M"	137.01
"268"	100268	348.28	1	"M"	348.28
"269"	100269	77.25	2	"F"	38.625
"270"	100270	87.55	2	"M"	43.775
"271"	100271	90.91	3	"M"	30.3033333333333
"272"	100272	1036.88	10	"F"	103.688
"273"	100273	67.23	2	"M"	33.615
"274"	100274	405.53	2	"F"	202.765
"275"	100275	34.49	1	"F"	34.49
"276"	100276	146.86	2	"F"	73.43
"277"	100277	36.26	1	"F"	36.26
"278"	100278	116.68	1	"M"	116.68
"279"	100279	208.41	3	"M"	69.47
"280"	100280	36.35	2	"M"	18.175
"281"	100281	296.64	3	"M"	98.88
"282"	100282	261.61	3	"M"	87.2033333333333
"283"	100283	233.45	2	"M"	116.725
"284"	100284	199.26	2	"F"	99.63
"285"	100285	133.19	1	"M"	133.19
"286"	100286	99.26	2	"F"	49.63
"287"	100287	287.15	2	"M"	143.575
"288"	100288	150.26	2	"F"	75.13
"289"	100289	123.45	2	"F"	61.725
"290"	100290	1166.18	7	"F"	166.597142857143
"291"	100291	240.19	2	"F"	120.095
"292"	100292	157.04	3	"F"	52.3466666666667
"293"	100293	852.6	6	"F"	142.1
"294"	100294	86.8	2	"F"	43.4
"295"	100295	94.94	2	"F"	47.47
"296"	100296	300.76	3	"F"	100.253333333333
"297"	100297	287.82	3	"F"	95.94
"298"	100298	551.73	5	"F"	110.346
"299"	100299	39.67	2	"M"	19.835
"300"	100300	38.31	2	"M"	19.155
"301"	100301	85.77	1	"M"	85.77
"302"	100302	405.72	2	"M"	202.86
"303"	100303	124.36	2	"M"	62.18
"304"	100304	97.86	3	"M"	32.62
"305"	100305	324.27	2	"M"	162.135
"306"	100306	60.83	2	"M"	30.415
"307"	100307	280.6	1	"F"	280.6
"308"	100308	74.76	3	"F"	24.92
"309"	100309	52.33	2	"M"	26.165
"310"	100310	113.6	2	"M"	56.8
"311"	100311	224.09	4	"F"	56.0225
"312"	100312	163.25	1	"M"	163.25
"313"	100313	80.26	1	"F"	80.26
"314"	100314	84.66	2	"F"	42.33
"315"	100315	1848.53	5	"M"	369.706
"316"	100316	171.46	3	"F"	57.1533333333333
"317"	100317	313.23	2	"M"	156.615
"318"	100318	338.63	2	"M"	169.315
"319"	100319	33.58	2	"M"	16.79
"320"	100320	381.54	2	"M"	190.77
"321"	100321	140.43	2	"F"	70.215
"322"	100322	683.87	3	"F"	227.956666666667
"323"	100323	381.51	4	"M"	95.3775
"324"	100324	34.47795168	1	"M"	34.47795168
"325"	100325	31.83	1	"M"	31.83
"326"	100326	87.81	2	"F"	43.905
"327"	100327	97.64681089	2	"M"	48.823405445
"328"	100328	323.29	3	"M"	107.763333333333
"329"	100329	1184.36	8	"M"	148.045
"330"	100330	159.28	1	"F"	159.28
"331"	100331	508.41	4	"M"	127.1025
"332"	100332	344.7	1	"F"	344.7
"333"	100333	157.66	1	"M"	157.66
"334"	100334	350.87	4	"M"	87.7175
"335"	100335	170.36	2	"F"	85.18
"336"	100336	312.28	2	"F"	156.14
"337"	100337	1641.18	7	"F"	234.454285714286
"338"	100338	81.91	1	"M"	81.91
"339"	100339	73.02	2	"F"	36.51
"340"	100340	166.68	1	"F"	166.68
"341"	100341	368.09	2	"F"	184.045
"342"	100342	142.52	2	"M"	71.26
"343"	100343	92.69697831	1	"F"	92.69697831
"344"	100344	790.95	3	"F"	263.65
"345"	100345	58.86	2	"F"	29.43
"346"	100346	91.48	1	"M"	91.48
"347"	100347	155.86	2	"F"	77.93
"348"	100348	458.77	1	"F"	458.77
"349"	100349	92.95829113	1	"M"	92.95829113
"350"	100350	206.53	3	"F"	68.8433333333333
"351"	100351	218.07	3	"F"	72.69
"352"	100352	66.40117767	2	"M"	33.200588835
"353"	100353	81.24	2	"M"	40.62
"354"	100354	829.69	6	"M"	138.281666666667
"355"	100355	551.07	4	"F"	137.7675
"356"	100356	286.71	3	"F"	95.57
"357"	100357	471.98	2	"F"	235.99
"358"	100358	71.26476967	1	"F"	71.26476967
"359"	100359	638.93	6	"M"	106.488333333333
"360"	100360	243.98	3	"F"	81.3266666666667
"361"	100361	47.33453466	1	"M"	47.33453466
"362"	100362	588.32	4	"F"	147.08
"363"	100363	112.2	2	"M"	56.1
"364"	100364	223.24	2	"F"	111.62
"365"	100365	290.21	3	"M"	96.7366666666667
"366"	100366	231.71	3	"F"	77.2366666666667
"367"	100367	49.25600381	2	"M"	24.628001905
"368"	100368	190.96	2	"M"	95.48
"369"	100369	101.7	3	"F"	33.9
"370"	100370	54.95026286	1	"M"	54.95026286
"371"	100371	98.02	2	"M"	49.01
"372"	100372	241.61	3	"F"	80.5366666666667
"373"	100373	580.64	5	"M"	116.128
"374"	100374	269.55	4	"F"	67.3875
"375"	100375	37.25552506	2	"M"	18.62776253
"376"	100376	104.86	1	"F"	104.86
"377"	100377	902.32	5	"M"	180.464
"378"	100378	219.5	2	"F"	109.75
"379"	100379	729.94	5	"F"	145.988
"380"	100380	105.16	2	"M"	52.58
"381"	100381	421.87	3	"M"	140.623333333333
"382"	100382	98.6	1	"M"	98.6
"383"	100383	129.65	2	"F"	64.825
"384"	100384	71.80705561	2	"F"	35.903527805
"385"	100385	196.51	2	"M"	98.255
"386"	100386	249.44	3	"F"	83.1466666666667
"387"	100387	370.76	3	"M"	123.586666666667
"388"	100388	375.23	3	"M"	125.076666666667
"389"	100389	164.34	3	"F"	54.78
"390"	100390	646.95	4	"F"	161.7375
"391"	100391	289.08	4	"M"	72.27
"392"	100392	80.45	1	"F"	80.45
"393"	100393	52.47	1	"F"	52.47
"394"	100394	69.62	2	"F"	34.81
"395"	100395	506.56	5	"F"	101.312
"396"	100396	79.6	2	"F"	39.8
"397"	100397	49.21	1	"M"	49.21
"398"	100398	132.08	2	"F"	66.04
"399"	100399	102.53	2	"M"	51.265
"400"	100400	90.83	3	"M"	30.2766666666667
"401"	100401	193.14	1	"F"	193.14
"402"	100402	1160.46	7	"F"	165.78
"403"	100403	86.67	2	"F"	43.335
"404"	100404	39.93	1	"M"	39.93
"405"	100405	55.79	2	"F"	27.895
"406"	100406	233.91	1	"M"	233.91
"407"	100407	793.39	5	"F"	158.678
"408"	100408	44.13	1	"F"	44.13
"409"	100409	177.69	2	"M"	88.845
"410"	100410	225.38	2	"M"	112.69
"411"	100411	243.57	2	"F"	121.785
"412"	100412	121.12	1	"F"	121.12
"413"	100413	105.11	1	"F"	105.11
"414"	100414	33.06	2	"M"	16.53
"415"	100415	82.37	3	"F"	27.4566666666667
"416"	100416	367.26	1	"M"	367.26
"417"	100417	65.99	3	"F"	21.9966666666667
"418"	100418	320.7	3	"M"	106.9
"419"	100419	129.35	3	"M"	43.1166666666667
"420"	100420	327.2	4	"M"	81.8
"421"	100421	174.86	3	"M"	58.2866666666667
"422"	100422	171	3	"M"	57
"423"	100423	46.22	1	"M"	46.22
"424"	100424	39.32	2	"F"	19.66
"425"	100425	184.26	2	"M"	92.13
"426"	100426	838	5	"F"	167.6
"427"	100427	242.14	1	"F"	242.14
"428"	100428	148.3	1	"M"	148.3
"429"	100429	965.25	4	"M"	241.3125
"430"	100430	87.59	3	"M"	29.1966666666667
"431"	100431	325.17	3	"M"	108.39
"432"	100432	66.19	3	"F"	22.0633333333333
"433"	100433	36.31	1	"M"	36.31
"434"	100434	37.26	1	"F"	37.26
"435"	100435	344.5	2	"F"	172.25
"436"	100436	216.73	1	"M"	216.73
"437"	100437	313.78	2	"F"	156.89
"438"	100438	494.12	1	"M"	494.12
"439"	100439	43.14	2	"F"	21.57
"440"	100440	89.52	2	"F"	44.76
"441"	100441	77.80857746	1	"F"	77.80857746
"442"	100442	191.89	2	"F"	95.945
"443"	100443	184.8	2	"M"	92.4
"444"	100444	163.6	1	"F"	163.6
"445"	100445	195.04	2	"F"	97.52
"446"	100446	98.05	1	"F"	98.05
"447"	100447	58.72	3	"M"	19.5733333333333
"448"	100448	31.16805691	3	"M"	10.3893523033333
"449"	100449	178.06	1	"M"	178.06
"450"	100450	221.58	4	"M"	55.395
"451"	100451	140.27	3	"F"	46.7566666666667
"452"	100452	102.89	2	"M"	51.445
"453"	100453	485.52	3	"F"	161.84
"454"	100454	2016.62	12	"F"	168.051666666667
"455"	100455	52.77	1	"F"	52.77
"456"	100456	576.11	6	"F"	96.0183333333333
"457"	100457	157.26	2	"F"	78.63
"458"	100458	107.98	1	"M"	107.98
"459"	100459	1133.4	8	"F"	141.675
"460"	100460	51.13	2	"M"	25.565
"461"	100461	373.56	4	"M"	93.39
"462"	100462	55.65	1	"F"	55.65
"463"	100463	39.87	2	"F"	19.935
"464"	100464	228.2	1	"F"	228.2
"465"	100465	97.58	2	"F"	48.79
"466"	100466	447.17	3	"M"	149.056666666667
"467"	100467	59.18	2	"M"	29.59
"468"	100468	32.53	1	"M"	32.53
"469"	100469	178.7	3	"M"	59.5666666666667
"470"	100470	352.52	3	"F"	117.506666666667
"471"	100471	230.63	2	"F"	115.315
"472"	100472	582.35	2	"M"	291.175
"473"	100473	38.64	1	"M"	38.64
"474"	100474	234.31	3	"M"	78.1033333333333
"475"	100475	121.19	3	"F"	40.3966666666667
"476"	100476	256.81	1	"F"	256.81
"477"	100477	554.85	3	"M"	184.95
"478"	100478	105.71	3	"M"	35.2366666666667
"479"	100479	93.47	1	"M"	93.47
"480"	100480	663.84	3	"F"	221.28
"481"	100481	95.88	2	"M"	47.94
"482"	100482	83.63	2	"F"	41.815
"483"	100483	165.98	1	"F"	165.98
"484"	100484	304.63	1	"M"	304.63
"485"	100485	68.11	2	"M"	34.055
"486"	100486	51.29	1	"M"	51.29
"487"	100487	55.81	1	"M"	55.81
"488"	100488	75.08389264	1	"F"	75.08389264
"489"	100489	127.36	2	"F"	63.68
"490"	100490	176.21	1	"M"	176.21
"491"	100491	104.19	2	"M"	52.095
"492"	100492	31.17	2	"F"	15.585
"493"	100493	1406.28	10	"M"	140.628
"494"	100494	116.59	2	"M"	58.295
"495"	100495	74.78	3	"M"	24.9266666666667
"496"	100496	296.2	1	"M"	296.2
"497"	100497	1082.74	9	"M"	120.304444444444
"498"	100498	80.31	2	"F"	40.155
"499"	100499	40.7	2	"F"	20.35
"500"	100500	33.82	2	"M"	16.91
"501"	100501	87.73	1	"F"	87.73
"502"	100502	282.77	3	"F"	94.2566666666667
"503"	100503	159.69	1	"F"	159.69
"504"	100504	72.88	1	"F"	72.88
"505"	100505	102.81	2	"F"	51.405
"506"	100506	150.43	1	"M"	150.43
"507"	100507	203.48	3	"M"	67.8266666666667
"508"	100508	114.4	1	"F"	114.4
"509"	100509	71.44066462	1	"F"	71.44066462
"510"	100510	500.1	2	"F"	250.05
"511"	100511	68.52	2	"F"	34.26
"512"	100512	241.71	2	"F"	120.855
"513"	100513	52.9	3	"M"	17.6333333333333
"514"	100514	56.78	2	"F"	28.39
"515"	100515	111.8	2	"M"	55.9
"516"	100516	155.08	2	"F"	77.54
"517"	100517	342.29	4	"M"	85.5725
"518"	100518	62.29	2	"M"	31.145
"519"	100519	667.34	3	"M"	222.446666666667
"520"	100520	287.92	2	"M"	143.96
"521"	100521	54.9	2	"F"	27.45
"522"	100522	289.94	3	"M"	96.6466666666667
"523"	100523	45.81	1	"M"	45.81
"524"	100524	110.47	3	"M"	36.8233333333333
"525"	100525	210.57	3	"M"	70.19
"526"	100526	123.88	2	"F"	61.94
"527"	100527	278.74	3	"M"	92.9133333333333
"528"	100528	797.73	3	"M"	265.91
"529"	100529	54.61	3	"M"	18.2033333333333
"530"	100530	883.65	6	"M"	147.275
"531"	100531	88.51	1	"M"	88.51
"532"	100532	372.31	2	"M"	186.155
"533"	100533	142.86	2	"F"	71.43
"534"	100534	512.95	4	"F"	128.2375
"535"	100535	161.63	2	"M"	80.815
"536"	100536	106.02	2	"F"	53.01
"537"	100537	309.02	2	"M"	154.51
"538"	100538	982.78	2	"M"	491.39
"539"	100539	511.45	4	"F"	127.8625
"540"	100540	90.98	3	"F"	30.3266666666667
"541"	100541	472.12	4	"M"	118.03
"542"	100542	189.36	2	"F"	94.68
"543"	100543	84.4	2	"F"	42.2
"544"	100544	599.41	4	"F"	149.8525
"545"	100545	386.86	3	"F"	128.953333333333
"546"	100546	153.89	2	"F"	76.945
"547"	100547	272.21	4	"M"	68.0525
"548"	100548	331.81	1	"F"	331.81
"549"	100549	862.94	3	"M"	287.646666666667
"550"	100550	227.01	2	"F"	113.505
"551"	100551	107.18	1	"M"	107.18
"552"	100552	93.45	1	"F"	93.45
"553"	100553	380.54	3	"F"	126.846666666667
"554"	100554	566.28	4	"F"	141.57
"555"	100555	53.73	2	"F"	26.865
"556"	100556	463.6	1	"F"	463.6
"557"	100557	790.77	5	"M"	158.154
"558"	100558	289.91	2	"F"	144.955
"559"	100559	90.17	2	"F"	45.085
"560"	100560	107.61	3	"M"	35.87
"561"	100561	319.29	3	"M"	106.43
"562"	100562	166.21	1	"M"	166.21
"563"	100563	41.3	1	"M"	41.3
"564"	100564	942.67	5	"F"	188.534
"565"	100565	190.05	3	"M"	63.35
"566"	100566	191.8	2	"F"	95.9
"567"	100567	199.49	1	"M"	199.49
"568"	100568	160.48	1	"M"	160.48
"569"	100569	345.15	2	"F"	172.575
"570"	100570	175.25	3	"M"	58.4166666666667
"571"	100571	104.6	3	"F"	34.8666666666667
"572"	100572	46.94	2	"F"	23.47
"573"	100573	95.01	3	"M"	31.67
"574"	100574	50.31	1	"F"	50.31
"575"	100575	197.74	2	"F"	98.87
"576"	100576	238.88	3	"F"	79.6266666666667
"577"	100577	35.55	2	"M"	17.775
"578"	100578	46.28	2	"F"	23.14
"579"	100579	194.36	3	"F"	64.7866666666667
"580"	100580	621.54	4	"F"	155.385
"581"	100581	963.15	5	"M"	192.63
"582"	100582	197.88	1	"M"	197.88
"583"	100583	504.97	3	"F"	168.323333333333
"584"	100584	111.16	3	"F"	37.0533333333333
"585"	100585	394.44	1	"M"	394.44
"586"	100586	476.62	2	"M"	238.31
"587"	100587	102.36	1	"F"	102.36
"588"	100588	873.21	6	"M"	145.535
"589"	100589	491.69	4	"M"	122.9225
"590"	100590	80.3	2	"F"	40.15
"591"	100591	367.29	3	"M"	122.43
"592"	100592	85.89	2	"F"	42.945
"593"	100593	53.99	1	"M"	53.99
"594"	100594	701.36	4	"F"	175.34
"595"	100595	36.69733979	1	"M"	36.69733979
"596"	100596	367.32	2	"F"	183.66
"597"	100597	141.25	1	"F"	141.25
"598"	100598	172.8	2	"F"	86.4
"599"	100599	783.15	3	"M"	261.05
"600"	100600	116.95	3	"F"	38.9833333333333
"601"	100601	50.58	3	"F"	16.86
"602"	100602	83.43	3	"M"	27.81
"603"	100603	40.36	1	"F"	40.36
"604"	100604	102.35	3	"M"	34.1166666666667
"605"	100605	30.15	1	"M"	30.15
"606"	100606	136.45	3	"M"	45.4833333333333
"607"	100607	31.14663724	1	"M"	31.14663724
"608"	100608	46.93	1	"F"	46.93
"609"	100609	1086.8	5	"F"	217.36
"610"	100610	97.99	1	"M"	97.99
"611"	100611	105.82	3	"F"	35.2733333333333
"612"	100612	394.04	3	"F"	131.346666666667
"613"	100613	626.92	4	"M"	156.73
"614"	100614	82.41	1	"M"	82.41
"615"	100615	182.27	3	"M"	60.7566666666667
"616"	100616	137.28	3	"M"	45.76
"617"	100617	138.92	2	"M"	69.46
"618"	100618	505.15	6	"M"	84.1916666666667
"619"	100619	215.16	2	"F"	107.58
"620"	100620	860.13	3	"M"	286.71
"621"	100621	79.65	2	"M"	39.825
"622"	100622	47.65	2	"M"	23.825
"623"	100623	72.02	1	"M"	72.02
"624"	100624	198.71	2	"M"	99.355
"625"	100625	352.41	2	"M"	176.205
"626"	100626	55.38	2	"F"	27.69
"627"	100627	69.61	1	"F"	69.61
"628"	100628	454.98	2	"M"	227.49
"629"	100629	314.35	1	"F"	314.35
"630"	100630	433.69	3	"F"	144.563333333333
"631"	100631	261.25	2	"M"	130.625
"632"	100632	192.89	3	"M"	64.2966666666667
"633"	100633	88.08	2	"F"	44.04
"634"	100634	700.97	5	"M"	140.194
"635"	100635	945.51	3	"F"	315.17
"636"	100636	57.73	3	"M"	19.2433333333333
"637"	100637	66.66	1	"M"	66.66
